hour_index,trigger,actual_compute_seconds,baseline_forecast,SARIMAX_forecast,LightGBM_forecast,selected_model,selected_forecast
331,storage,284800.661,8098091.434000001,1008793.0104591962,1574073.1930924305,Historical Hour-of-Day Mean,307971.3074821429
331,timer,1097327.15,1099265.868,1126855.1009876556,1057720.3377743335,Historical Hour-of-Day Mean,1103952.485777778
332,event,3209367.149,2561852.658,1845003.1997726413,2603263.406946755,Historical Hour-of-Day Mean,4135751.544
332,http,3323274.824,4164541.925999999,3903240.9561235774,3768784.58971052,Historical Hour-of-Day Mean,5466745.91679245
332,orchestration,641699.3069999998,602147.7129999999,682074.748728782,619476.2476357162,Historical Hour-of-Day Mean,747394.5756666666
332,others,54.016,83.945,146526.48512045806,78305.26015499211,Historical Hour-of-Day Mean,5944.792
332,queue,16065246.379999995,16590036.527000004,17658038.521650735,18541078.74184015,Historical Hour-of-Day Mean,19574622.671666663
332,storage,268422.28500000003,2076489.272,715516.599949419,1769681.7683165448,Historical Hour-of-Day Mean,302880.4942142857
332,timer,1108052.2840000002,1104697.554,1141343.303021018,1053426.295234865,Historical Hour-of-Day Mean,1116975.208277778
333,event,2445292.895,2267347.938,1838412.8980455648,2532796.392949905,Historical Hour-of-Day Mean,2950910.8795
333,http,5381616.227999999,4535600.928000001,3906250.769523674,3397934.110383962,Historical Hour-of-Day Mean,6175781.424798456
333,orchestration,755815.541,770654.7159999999,712659.1712087046,699324.6083629142,Historical Hour-of-Day Mean,858920.0331666666
333,others,54.03499999999999,54.737,149513.18381430767,78305.26015499211,Historical Hour-of-Day Mean,640.3588333333333
333,queue,15100810.761000002,14412157.647999998,17636520.235109653,19082358.41553647,Historical Hour-of-Day Mean,19404104.726166666
333,storage,852345.764,262323.53899999993,630149.1583341416,1592765.6231538395,Historical Hour-of-Day Mean,277795.0475535714
333,timer,1090993.9219999998,1090667.111,1130087.820223931,1052928.3186165676,Historical Hour-of-Day Mean,1105044.332777778
334,event,2152895.682,2186920.473,1861104.8969200505,2311693.719524907,Historical Hour-of-Day Mean,3045548.6905000005
334,http,2974523.5760000004,4431274.715,3905858.774694061,3118587.2570647174,Historical Hour-of-Day Mean,5783517.062468838
334,orchestration,786394.3280000001,800664.195,724037.2712941299,729546.1865385968,Historical Hour-of-Day Mean,864326.418
334,others,55.85,90.654,152300.76219363755,77992.94300755883,Historical Hour-of-Day Mean,5594.0718333333325
334,queue,15110164.561000004,14971030.426,17504633.46326426,18477073.966420032,Historical Hour-of-Day Mean,19349370.460166663
334,storage,272270.351,269637.862,634560.9650444789,1590467.596158241,Historical Hour-of-Day Mean,279496.10583333333
334,timer,1083571.6220000002,1088401.1719999998,1130928.7210999066,1020266.7111426984,Historical Hour-of-Day Mean,1108186.319111111
335,event,2317251.643,2164090.708,1879548.0617543363,2168052.5090165813,Historical Hour-of-Day Mean,2916121.114333334
335,http,3429338.533,3818688.7429999993,3901719.965312729,3270083.407598028,Historical Hour-of-Day Mean,5657966.819528303
335,orchestration,829827.0660000001,734781.6359999999,709580.0176566957,677842.8947018028,Historical Hour-of-Day Mean,779359.4298333334
335,others,53.511,114.896,154901.80184138552,74953.41859941158,Historical Hour-of-Day Mean,12711.007333333337
335,queue,14428567.134,15097432.193999996,17530317.04600149,18125197.49937072,Historical Hour-of-Day Mean,19326617.615166668
335,storage,260921.047,256030.101,637517.3129545125,1382911.79565958,Historical Hour-of-Day Mean,268397.8406666667
335,timer,1092674.846,1091160.5030000005,1133987.8673205187,1010769.1260804138,Historical Hour-of-Day Mean,1113397.9082777775
